score,s1,s2,name,tree1_num,tree2_num,Jaccard_index,tree1_edge,tree2_edge,share_leaves,tree1_leaves,tree2_leaves
0.00019139051,0.00017392635,0.00020885468,clade10,15.0,17.0,0.882,0.00044,0.00044,"S58,S55,S49,S41,S46,S56,S54,S40,S74,S73,S45,S76,S42,S71,S47","S58,S55,S49,S41,S46,S56,S54,S40,S74,S73,S45,S76,S42,S71,S47","S58,S55,S49,S41,S57,S48,S46,S56,S54,S40,S74,S73,S45,S76,S42,S71,S47"
0.00042271614,0.0003924966,0.0004529357,clade11,14.0,14.0,1.0,0.00097,0.00097,"S70,S66,S53,S52,S68,S75,S43,S77,S65,S50,S61,S59,S60,S69","S70,S66,S53,S52,S68,S75,S43,S77,S65,S50,S61,S59,S60,S69","S70,S66,S53,S52,S68,S75,S43,S77,S65,S50,S61,S59,S60,S69"
0.0012099743,0.0012099743,0.0012099743,clade12,13.0,13.0,1.0,0.00058,0.00059,"S39,S89,S92,S120,S104,S100,S94,S86,S90,S110,S131,S115,S87","S39,S89,S92,S120,S104,S100,S94,S86,S90,S110,S131,S115,S87","S39,S89,S92,S120,S104,S100,S94,S86,S90,S110,S131,S115,S87"
0.0025081336,0.0046292543,0.00038701296,clade13,11.0,11.0,1.0,0.00044,0.00044,"S80,S124,S119,S11,S137,S19,S156,S26,S32,S85,S20","S80,S124,S119,S11,S137,S19,S156,S26,S32,S85,S20","S80,S124,S119,S11,S137,S19,S156,S26,S32,S85,S20"
0.00041890144,0.00040245056,0.00043535233,clade14,10.0,10.0,1.0,0.00044,0.00044,"S142,S9,S36,S30,S147,S3,S34,S22,S21,S5","S142,S9,S36,S30,S147,S3,S34,S22,S21,S5","S142,S9,S36,S30,S147,S3,S34,S22,S21,S5"
0.01879692,0.01879692,0.01879692,clade15,9.0,9.0,1.0,0.00117,0.00116,"S135,S127,S88,S13,S116,S62,S128,S111,S125","S135,S127,S88,S13,S116,S62,S128,S111,S125","S135,S127,S88,S13,S116,S62,S128,S111,S125"
1.04010105e-05,9.953976e-06,1.0848045e-05,clade16,9.0,9.0,1.0,0.00044,0.00044,"S55,S49,S41,S54,S40,S73,S45,S71,S47","S55,S49,S41,S54,S40,S73,S45,S71,S47","S55,S49,S41,S54,S40,S73,S45,S71,S47"
0.0012047291,0.0012047291,0.0012047291,clade17,9.0,9.0,1.0,0.00044,0.00044,"S122,S95,S114,S105,S134,S96,S84,S133,S23","S122,S95,S114,S105,S134,S96,S84,S133,S23","S122,S95,S114,S105,S134,S96,S84,S133,S23"
0.0002399087,0.00026911497,0.00021070242,clade18,9.0,10.0,0.9,0.00044,0.00044,"S66,S53,S52,S43,S65,S50,S61,S59,S60","S66,S53,S52,S43,S65,S50,S61,S59,S60","S66,S53,S52,S68,S43,S65,S50,S61,S59,S60"
0.0009383261,0.00034034252,0.0015363097,clade19,8.0,8.0,1.0,0.00044,0.00044,"S10,S7,S16,S24,S148,S152,S151,S143","S10,S7,S16,S24,S148,S152,S151,S143","S10,S7,S16,S24,S148,S152,S151,S143"
0.00021487474,0.00021487474,0.00021487474,clade20,8.0,8.0,1.0,0.00044,0.00044,"S92,S120,S104,S100,S94,S110,S131,S115","S92,S120,S104,S100,S94,S110,S131,S115","S92,S120,S104,S100,S94,S110,S131,S115"
0.0004081428,0.00069463253,0.00012165308,clade21,8.0,8.0,1.0,0.00058,0.00058,"S11,S137,S19,S156,S26,S32,S85,S20","S11,S137,S19,S156,S26,S32,S85,S20","S11,S137,S19,S156,S26,S32,S85,S20"
0.0003028214,0.00031125546,0.00029438734,clade22,8.0,8.0,1.0,0.00044,0.00044,"S9,S36,S30,S147,S3,S34,S22,S21","S9,S36,S30,S147,S3,S34,S22,S21","S9,S36,S30,S147,S3,S34,S22,S21"
0.00085663795,0.0008804798,0.0008327961,clade23,6.0,6.0,1.0,0.00116,0.00116,"S10,S7,S16,S24,S148,S152","S10,S7,S16,S24,S148,S152","S10,S7,S16,S24,S148,S152"
0.00037792325,0.00038295984,0.00037288666,clade24,6.0,6.0,1.0,0.00044,0.00044,"S66,S53,S52,S65,S61,S60","S66,S53,S52,S65,S61,S60","S66,S53,S52,S65,S61,S60"
0.000114142895,0.00011086464,0.00011742115,clade25,6.0,6.0,1.0,0.00044,0.00044,"S58,S46,S56,S74,S76,S42","S58,S46,S56,S74,S76,S42","S58,S46,S56,S74,S76,S42"
0.0020018816,0.0020018816,0.0020018816,clade26,6.0,6.0,1.0,0.00044,0.00044,"S132,S117,S121,S107,S123,S108","S132,S117,S121,S107,S123,S108","S132,S117,S121,S107,S123,S108"
0.00045663118,0.00045663118,0.00045663118,clade27,5.0,5.0,1.0,0.00044,0.00044,"S12,S109,S29,S106,S126","S12,S109,S29,S106,S126","S12,S109,S29,S106,S126"
0.0010654926,0.0010654926,0.0010654926,clade28,5.0,5.0,1.0,0.00044,0.00044,"S122,S95,S114,S105,S133","S122,S95,S114,S105,S133","S122,S95,S114,S105,S133"
0.0023442507,0.004551828,0.00013667345,clade29,5.0,5.0,1.0,0.00116,0.00116,"S154,S2,S1,S14,S15","S154,S2,S1,S14,S15","S154,S2,S1,S14,S15"
0.00034415722,0.00034415722,0.00034415722,clade30,5.0,5.0,1.0,0.00044,0.00044,"S118,S130,S79,S72,S93","S118,S130,S79,S72,S93","S118,S130,S79,S72,S93"
0.00012552738,0.00013935566,0.000111699104,clade31,5.0,5.0,1.0,0.00044,0.00044,"S9,S3,S34,S22,S21","S9,S3,S34,S22,S21","S9,S3,S34,S22,S21"
