score,s1,s2,name
6.2286854e-06,6.198883e-06,6.2584877e-06,S146
0.00016155839,0.00017482042,0.00014829636,S153
1.2755394e-05,1.2934208e-05,1.257658e-05,S150
0.00017249584,0.00017011166,0.00017488003,S28
0.00017249584,0.00017011166,0.00017488003,S35
0.00052651763,0.0005245209,0.0005285144,S142
0.00021275878,0.00020462275,0.00022089481,S31
0.0002952218,0.00040018559,0.00019025803,S80
0.0035229325,0.006905794,0.00014007092,S155
0.0035770237,0.007003486,0.00015056133,S81
9.149313e-05,9.149313e-05,9.149313e-05,S70
0.00030606985,0.00038313866,0.00022900105,S66
0.00032895803,0.00042891502,0.00022900105,S53
0.00032895803,0.00042891502,0.00022900105,S52
0.00096565485,0.00096565485,0.00096565485,S68
9.149313e-05,9.149313e-05,9.149313e-05,S75
0.0011949539,0.0011949539,0.0011949539,S43
9.149313e-05,9.149313e-05,9.149313e-05,S77
0.00065743923,0.00065743923,0.00065743923,S65
0.0011949539,0.0011949539,0.0011949539,S50
0.00065743923,0.00065743923,0.00065743923,S61
0.00072962046,0.00072962046,0.00072962046,S59
0.00065743923,0.00065743923,0.00065743923,S60
5.6743622e-05,5.6743622e-05,5.6743622e-05,S67
0.00012177229,0.00012177229,0.00012177229,S58
5.9604645e-08,5.9604645e-08,5.9604645e-08,S55
5.9604645e-08,5.9604645e-08,5.9604645e-08,S49
5.9604645e-08,5.9604645e-08,5.9604645e-08,S41
0.0005135536,0.0005135536,0.0005135536,S57
0.0005135536,0.0005135536,0.0005135536,S48
0.00012177229,0.00012177229,0.00012177229,S46
0.00012177229,0.00012177229,0.00012177229,S56
5.9604645e-08,5.9604645e-08,5.9604645e-08,S54
5.9604645e-08,5.9604645e-08,5.9604645e-08,S40
0.00012177229,0.00012177229,0.00012177229,S74
5.9604645e-08,5.9604645e-08,5.9604645e-08,S73
5.9604645e-08,5.9604645e-08,5.9604645e-08,S45
2.9742718e-05,2.9742718e-05,2.9742718e-05,S78
0.00012177229,0.00012177229,0.00012177229,S76
0.0046970844,0.0046970844,0.0046970844,S64
0.00012177229,0.00012177229,0.00012177229,S42
5.9604645e-08,5.9604645e-08,5.9604645e-08,S71
5.9604645e-08,5.9604645e-08,5.9604645e-08,S47
5.6743622e-05,5.6743622e-05,5.6743622e-05,S63
6.15716e-05,6.15716e-05,6.15716e-05,S38
