score,s1,s2,name
0.13977554,0.07072681,0.20882428,S146
0.0058858693,0.0041856766,0.007586062,S153
0.0066657066,0.0124284625,0.00090295076,S150
0.004030019,0.0074974895,0.00056254864,S28
0.003356278,0.0061500072,0.00056254864,S35
0.0012376308,0.0014421344,0.0010331273,S142
0.0016246736,0.0029627085,0.00028663874,S31
0.046774,0.08704889,0.0064991117,S80
0.29793337,0.4581815,0.13768524,S155
0.16757438,0.2686975,0.06645125,S81
0.0017164648,0.0013330579,0.0020998716,S70
0.0020262003,0.0026888847,0.0013635159,S66
0.004265368,0.0074073076,0.0011234283,S53
0.004034251,0.0071932077,0.0008752942,S52
0.010550767,0.010051966,0.011049569,S68
0.004271865,0.007256508,0.0012872219,S75
0.0024206638,0.0021050572,0.0027362704,S43
0.0014199018,0.00074630976,0.002093494,S77
0.0028455257,0.0047153234,0.00097572803,S65
0.0010648668,0.0012826324,0.0008471012,S50
0.0023759305,0.0036167502,0.0011351109,S61
0.0028789043,0.0049700737,0.000787735,S59
0.0010665655,0.001170516,0.000962615,S60
0.0012339652,6.681681e-05,0.0024011135,S67
0.0047420263,0.00020843744,0.009275615,S58
0.00031781197,0.0002911687,0.00034445524,S55
0.00017881393,0.0002911687,6.645918e-05,S49
0.012612581,0.020023167,0.0052019954,S41
0.00028386712,0.0004918575,7.587671e-05,S57
0.0005880892,4.851818e-05,0.0011276603,S48
0.0004223287,0.00020116568,0.00064349174,S46
0.00037530065,0.00015479326,0.00059580803,S56
0.0030881166,0.0012981892,0.004878044,S54
0.010541946,0.020134091,0.0009498,S40
0.00025874376,0.00034838915,0.00016909838,S74
0.0018589199,0.0008761287,0.002841711,S73
0.013996452,0.0013481975,0.026644707,S45
0.00016069412,6.663799e-05,0.00025475025,S78
0.014428973,0.00016111135,0.028696835,S76
0.08303952,0.1659872,9.185076e-05,S64
0.0038138628,0.0004069805,0.007220745,S42
0.0027326047,0.0002837777,0.005181432,S71
0.0027512908,0.00030124187,0.0052013397,S47
0.00010988116,0.00015127659,6.848574e-05,S63
0.022217631,0.0041279793,0.040307283,S38
0.022217631,0.0041279793,0.040307283,S37
0.13686538,0.13242167,0.14130908,S69
0.00039228797,0.00071805716,6.651878e-05,S122
0.0023151338,0.0008829832,0.0037472844,S95
0.0022326708,0.00071805716,0.0037472844,S114
0.0087296665,0.0067322254,0.0107271075,S105
0.00024962425,1.1086464e-05,0.00048816204,S134
0.0004220605,0.00035595894,0.00048816204,S96
0.00021404028,0.00035595894,7.212162e-05,S84
0.0012107193,0.00011366606,0.0023077726,S133
0.045840174,0.008362472,0.083317876,S12
0.0116787255,0.0029981136,0.020359337,S109
0.013754189,0.0007855296,0.026722848,S132
0.04480198,0.07276219,0.01684177,S29
0.03635484,0.04313314,0.02957654,S117
0.034172595,0.011141598,0.05720359,S99
0.036212474,0.049291193,0.023133755,S106
0.05247429,0.0002194643,0.104729116,S121
0.21927896,0.008567214,0.4299907,S129
0.024552286,0.0088605285,0.040244043,S107
0.024552286,0.0088605285,0.040244043,S123
0.02164504,0.0026196241,0.040670455,S108
0.016311288,0.0020474195,0.030575156,S118
0.0025883913,0.001937151,0.0032396317,S126
0.01802373,0.026907086,0.009140372,S101
0.01802373,0.026907086,0.009140372,S102
0.015667766,0.00070148706,0.030634046,S138
0.1533603,0.09830582,0.2084148,S130
0.1545164,0.100618005,0.2084148,S79
0.15366936,0.09892392,0.2084148,S72
0.15355498,0.09869516,0.2084148,S93
0.0013382733,0.00024491549,0.002431631,S135
0.0009151995,0.00026792288,0.0015624762,S127
0.03040284,0.059317112,0.0014885664,S88
0.028733045,0.056154132,0.0013119578,S13
0.027963161,0.05458653,0.0013397932,S116
0.0064611435,0.010545254,0.0023770332,S62
0.0064611435,0.010545254,0.0023770332,S128
0.0063159466,0.011081994,0.0015498996,S111
0.006132126,0.0098872185,0.0023770332,S125
0.02632463,0.018066823,0.034582436,S23
0.004276246,0.002425909,0.0061265826,S4
0.0087668,0.00039494038,0.01713866,S91
0.00040701032,0.00038647652,0.00042754412,S51
0.00034430623,0.00026106834,0.00042754412,S103
0.0005777478,0.00073575974,0.0004197359,S112
0.00053596497,0.00071293116,0.00035899878,S97
0.00053596497,0.00071293116,0.00035899878,S44
0.0009173155,0.0015107393,0.00032389164,S113
0.0023242533,0.0043666363,0.00028187037,S39
0.00031483173,0.00020390749,0.00042575598,S89
0.00031736493,0.00014984608,0.00048488379,S92
0.00031736493,0.00014984608,0.00048488379,S120
0.00031736493,0.00014984608,0.00048488379,S104
0.00031736493,0.00014984608,0.00048488379,S100
0.00031736493,0.00014984608,0.00048488379,S94
0.0005867183,0.00023341179,0.00094002485,S86
0.0003516674,0.00023806095,0.00046527386,S90
0.007662207,0.014664233,0.00066018105,S110
0.00033169985,0.0002565384,0.0004068613,S131
0.0027883947,0.0050030947,0.0005736947,S115
0.0006313324,0.0007637739,0.0004988909,S87
0.7691406,0.999999,0.53828216,S82
0.7691406,0.999999,0.53828216,S83
0.7395587,0.999999,0.47911847,S98
0.999999,0.999999,0.999999,S124
0.999999,0.999999,0.999999,S119
0.0026897788,0.0051968694,0.00018268824,S154
0.004635066,0.009087443,0.00018268824,S2
0.004635066,0.009087443,0.00018268824,S1
0.004635066,0.009087443,0.00018268824,S14
0.004635066,0.009087443,0.00018268824,S15
0.0028951764,0.0052527785,0.0005375743,S10
0.002350539,0.0041635036,0.0005375743,S7
0.0009559095,0.0014472604,0.0004645586,S16
0.0010290146,0.0016359091,0.0004221201,S24
0.00060772896,0.0010454655,0.00016999245,S148
0.003036946,0.0054989457,0.0005749464,S152
0.0153923035,0.028198302,0.0025863051,S144
0.015588999,0.028198302,0.0029796958,S27
0.999999,0.999999,0.999999,S18
0.0012767315,0.0021288395,0.0004246235,S145
0.017925054,0.0012989044,0.034551203,S151
0.017925054,0.0012989044,0.034551203,S143
0.001128912,0.00043439865,0.0018234253,S149
0.0024150312,0.0041400194,0.000690043,S139
0.017712504,0.03525865,0.00016635656,S11
0.017715752,0.03525865,0.00017285347,S137
0.017715752,0.03525865,0.00017285347,S19
0.017725945,0.03525865,0.00019323826,S156
0.017725945,0.03525865,0.00019323826,S26
0.017756432,0.03525865,0.0002542138,S32
0.017805696,0.03525865,0.0003527403,S85
0.018247724,0.036183715,0.0003117323,S20
0.0010488629,0.001893878,0.00020384789,S9
0.001078248,0.0019972324,0.00015926361,S36
0.00077426434,0.0014429688,0.000105559826,S30
0.0010669827,0.0019747019,0.00015926361,S147
0.0007261038,0.0013608336,9.137392e-05,S3
0.00075882673,0.0013608336,0.00015681982,S34
0.00075882673,0.0013608336,0.00015681982,S22
0.0006933212,0.0013255477,6.109476e-05,S21
0.0010634959,0.0019099116,0.00021708012,S5
0.0029242337,0.0030561686,0.0027922988,S8
0.0029242337,0.0030561686,0.0027922988,S141
0.00018545985,5.6266785e-05,0.00031465292,S25
0.005069405,0.007583976,0.002554834,S33
0.0010556579,0.0019262433,0.00018507242,S6
0.0010556579,0.0019262433,0.00018507242,S17
0.13275135,0.046652913,0.21884978,S136
0.0021841526,4.9054623e-05,0.0043192506,S140
