score,s1,s2,name
2.9802322e-05,5.954504e-05,5.9604645e-08,S146
4.681945e-05,6.848574e-05,2.515316e-05,S153
0.0012660027,0.002429366,0.0001026392,S150
0.0002270937,0.0004310608,2.3126602e-05,S28
0.0002270937,0.0004310608,2.3126602e-05,S35
0.0002270937,0.0004310608,2.3126602e-05,S142
0.00019034743,0.00018286705,0.00019782782,S31
8.940697e-08,1.1920929e-07,5.9604645e-08,S80
5.9604645e-08,5.9604645e-08,5.9604645e-08,S155
5.9604645e-08,5.9604645e-08,5.9604645e-08,S81
0.0009871721,0.0009871721,0.0009871721,S70
0.0013006926,0.0013006926,0.0013006926,S66
0.0009871721,0.0009871721,0.0009871721,S53
0.0016807914,0.0016807914,0.0016807914,S52
0.0015743971,0.0015743971,0.0015743971,S68
0.0015743971,0.0015743971,0.0015743971,S75
0.0007921457,0.0007921457,0.0007921457,S43
0.0010897517,0.0010897517,0.0010897517,S77
0.0010044575,0.0010044575,0.0010044575,S65
0.0010897517,0.0010897517,0.0010897517,S50
0.0010897517,0.0010897517,0.0010897517,S61
0.0016807914,0.0016807914,0.0016807914,S59
0.0009871721,0.0009871721,0.0009871721,S60
0.0027682185,0.0027682185,0.0027682185,S67
5.567074e-05,5.567074e-05,5.567074e-05,S58
5.567074e-05,5.567074e-05,5.567074e-05,S55
5.567074e-05,5.567074e-05,5.567074e-05,S49
0.0002707839,0.0002707839,0.0002707839,S41
0.0002707839,0.0002707839,0.0002707839,S57
0.00082987547,0.00082987547,0.00082987547,S48
2.1398067e-05,2.1398067e-05,2.1398067e-05,S46
0.00082987547,0.00082987547,0.00082987547,S56
2.1398067e-05,2.1398067e-05,2.1398067e-05,S54
0.0002707839,0.0002707839,0.0002707839,S40
2.6345253e-05,2.6345253e-05,2.6345253e-05,S74
0.000739336,0.000739336,0.000739336,S73
0.0005324483,0.0005324483,0.0005324483,S45
0.0005324483,0.0005324483,0.0005324483,S78
0.0005324483,0.0005324483,0.0005324483,S76
0.00033569336,0.00033569336,0.00033569336,S64
0.0001347661,0.0001347661,0.0001347661,S42
0.00033569336,0.00033569336,0.00033569336,S71
7.2181225e-05,7.2181225e-05,7.2181225e-05,S47
7.2181225e-05,7.2181225e-05,7.2181225e-05,S63
0.0008805394,0.0008805394,0.0008805394,S38
0.0008805394,0.0008805394,0.0008805394,S37
0.000928998,0.0009774566,0.0008805394,S69
0.00014102459,0.00014102459,0.00014102459,S122
0.00014102459,0.00014102459,0.00014102459,S95
0.00014102459,0.00014102459,0.00014102459,S114
0.00018683076,0.00023496151,0.00013870001,S105
0.00018683076,0.00023496151,0.00013870001,S134
0.00018683076,0.00023496151,0.00013870001,S96
0.00014102459,0.00014102459,0.00014102459,S84
0.00014102459,0.00014102459,0.00014102459,S133
0.008668184,0.008668184,0.008668184,S12
0.00010210276,0.00010210276,0.00010210276,S109
5.9604645e-08,5.9604645e-08,5.9604645e-08,S132
5.9604645e-08,5.9604645e-08,5.9604645e-08,S29
7.468462e-05,7.468462e-05,7.468462e-05,S117
0.00013405085,0.00013405085,0.00013405085,S99
0.00013405085,0.00013405085,0.00013405085,S106
4.4822693e-05,4.4822693e-05,4.4822693e-05,S121
4.4822693e-05,4.4822693e-05,4.4822693e-05,S129
4.4822693e-05,4.4822693e-05,4.4822693e-05,S107
4.4822693e-05,4.4822693e-05,4.4822693e-05,S123
0.0055130124,0.0055130124,0.0055130124,S108
0.0055130124,0.0055130124,0.0055130124,S118
0.0055130124,0.0055130124,0.0055130124,S126
0.0023373961,0.0023373961,0.0023373961,S101
0.0023373961,0.0023373961,0.0023373961,S102
0.0006863475,0.0006863475,0.0006863475,S138
0.0006749034,0.0006749034,0.0006749034,S130
0.0006749034,0.0006749034,0.0006749034,S79
0.0006749034,0.0006749034,0.0006749034,S72
0.0006749034,0.0006749034,0.0006749034,S93
0.00012493134,0.00012493134,0.00012493134,S135
0.00012493134,0.00012493134,0.00012493134,S127
0.00072336197,0.00072336197,0.00072336197,S88
0.00072336197,0.00072336197,0.00072336197,S13
0.00072336197,0.00072336197,0.00072336197,S116
4.4941902e-05,4.4941902e-05,4.4941902e-05,S62
4.4941902e-05,4.4941902e-05,4.4941902e-05,S128
4.4941902e-05,4.4941902e-05,4.4941902e-05,S111
4.4941902e-05,4.4941902e-05,4.4941902e-05,S125
0.00051420927,0.00051420927,0.00051420927,S23
0.00051420927,0.00051420927,0.00051420927,S4
0.014981329,0.014981329,0.014981329,S91
3.2782555e-05,3.2782555e-05,3.2782555e-05,S51
8.285046e-06,8.285046e-06,8.285046e-06,S103
8.285046e-06,8.285046e-06,8.285046e-06,S112
3.2782555e-05,3.2782555e-05,3.2782555e-05,S97
3.2782555e-05,3.2782555e-05,3.2782555e-05,S44
2.270937e-05,2.270937e-05,2.270937e-05,S113
0.00048536062,0.00048536062,0.00048536062,S39
3.08156e-05,3.08156e-05,3.08156e-05,S89
8.285046e-06,8.285046e-06,8.285046e-06,S92
8.285046e-06,8.285046e-06,8.285046e-06,S120
8.285046e-06,8.285046e-06,8.285046e-06,S104
