score,s1,s2,name
0.024654865,0.030943751,0.01836598,S23
0.0023075342,0.0018389821,0.0027760863,S4
0.009938031,0.019309402,0.00056666136,S91
0.000649333,0.00044637918,0.0008522868,S51
0.00046485662,0.00044637918,0.00048333406,S103
0.00094103813,0.00032681227,0.001555264,S112
0.0011835098,0.00032132864,0.002045691,S97
0.0011835098,0.00032132864,0.002045691,S44
0.0021137893,0.00028306246,0.003944516,S113
0.00052544475,0.0006414056,0.0004094839,S39
0.00046804547,0.00044584274,0.0004902482,S89
0.00039499998,0.0003761053,0.00041389465,S92
0.00039499998,0.0003761053,0.00041389465,S120
0.00039499998,0.0003761053,0.00041389465,S104
0.00039499998,0.0003761053,0.00041389465,S100
0.00039499998,0.0003761053,0.00041389465,S94
0.0005209148,0.0006159544,0.0004258752,S86
0.0005886853,0.00041490793,0.0007624626,S90
0.0077616274,0.0007420778,0.014781177,S110
0.00054192543,0.00041371584,0.000670135,S131
0.0029139519,0.0006092191,0.0052186847,S115
0.00059482455,0.0004235506,0.0007660985,S87
0.832382,0.66476506,0.999999,S82
0.832382,0.66476506,0.999999,S83
0.79409015,0.5881814,0.999999,S98
0.999999,0.999999,0.999999,S124
0.999999,0.999999,0.999999,S119
0.009913921,0.0005142689,0.019313574,S154
0.009590745,0.0005142689,0.018667221,S2
0.009590745,0.0005142689,0.018667221,S1
0.00952971,0.0005142689,0.01854515,S14
0.00952971,0.0005142689,0.01854515,S15
0.0047121644,0.0001052022,0.009319127,S10
0.0044831038,0.0001052022,0.008861005,S7
0.004209608,8.755922e-05,0.008331656,S16
0.005005151,0.00011473894,0.009895563,S24
0.0042136908,0.00018620491,0.008241177,S148
0.004734069,0.00018620491,0.009281933,S152
0.016328722,0.0014836788,0.031173766,S144
0.016480982,0.001788199,0.031173766,S27
0.999999,0.999999,0.999999,S18
0.0044856966,0.00049448013,0.008476913,S145
0.009888202,0.010806441,0.008969963,S151
0.009888202,0.010806441,0.008969963,S143
0.016878039,0.011269331,0.022486746,S149
0.003229946,0.0054520965,0.0010077953,S139
0.019031525,0.0004312396,0.03763181,S11
0.020571977,0.00052797794,0.040615976,S137
0.020571977,0.00052797794,0.040615976,S19
0.019067675,0.00050354004,0.03763181,S156
0.019067675,0.00050354004,0.03763181,S26
0.019070715,0.0005096197,0.03763181,S32
0.019036531,0.00044125319,0.03763181,S85
0.019242197,0.0004748702,0.038009524,S20
0.00072678924,0.000351727,0.0011018515,S9
0.00031155348,0.0003041029,0.00031900406,S36
0.00038546324,0.0002669096,0.0005040169,S30
0.0004197359,0.000351727,0.0004877448,S147
0.00025498867,0.00020843744,0.0003015399,S3
0.00027284026,0.00024414062,0.0003015399,S34
0.00027284026,0.00024414062,0.0003015399,S22
0.00019451976,0.00012946129,0.00025957823,S21
0.00075918436,0.00033056736,0.0011878014,S5
0.0033131838,0.0027655363,0.0038608313,S8
0.0033131838,0.0027655363,0.0038608313,S141
0.0004773438,0.0003950596,0.000559628,S25
0.0062331557,0.002545476,0.0099208355,S33
0.0024426281,0.00017946959,0.0047057867,S6
0.0024426281,0.00017946959,0.0047057867,S17
0.137214,0.22198284,0.052445173,S136
0.00096037984,0.0013614297,0.00055933,S140
