na1,na2,na3,na4,s1,s2,s3,s4,r1,r2,r3,r4,label,name
"F151,F12,F4,F23,F79,F154,F26,F148,F80,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F32,F145,F5,F151,F135,F139,F152,F138,F149,F148,F150,F144,F142,F13,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F151,F12,F4,F23,F79,F154,F26,F148,F80,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F32,F145,F5,F151,F135,F139,F152,F138,F149,F148,F150,F144,F142,F13,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,1,1,1,3,8,3,3,8,3,3,3,3,3,3,3,3,3,4,4,3,5,5,7,4,7,8,8,7,7,8,8,5,5,8,8,5,9,9,8,0.0,0.0,0.00047,0.00094,0.00205,0.00223,0.00299,0.00299,0.00285,0.00393,0.00393,0.00457,0.00522,0.00522,0.00504,0.00504,0.00393,0.00393,0.00458,0.00458,0.0044,0.00744,0.00744,0.00826,0.00616,0.00808,0.00873,0.00873,0.00855,0.00855,0.00774,0.00774,0.00774,0.00774,0.00791,0.00903,0.00821,0.01032,0.01032,0.00838","15,10,15,1,10,10,10,3,10,3,3,3,3,8,8,8,5,8,5,5,8,8,8,10,10,8,8,9,9,4,8,7,7,7,8,7,5,5,3,8,0.00997,0.00997,0.00997,0.0,0.01044,0.01044,0.00967,0.00393,0.00967,0.00299,0.0044,0.00393,0.00393,0.00791,0.00838,0.00774,0.00774,0.00774,0.00774,0.00821,0.00949,0.00997,0.00949,0.01062,0.01062,0.0095,0.00903,0.01032,0.01032,0.00616,0.00873,0.00855,0.00855,0.00808,0.00873,0.00826,0.00744,0.00744,0.00205,0.00223","1,9,11,11,8,9,9,3,9,3,1,9,10,10,10,10,3,8,10,10,3,14,14,8,7,8,8,8,8,8,4,4,4,4,2,7,4,8,8,2,0.00096,0.01281,0.01346,0.01346,0.00816,0.00832,0.01233,0.00336,0.01121,0.00432,0.00272,0.01555,0.01265,0.01265,0.01603,0.01603,0.00432,0.01057,0.01185,0.01185,0.00384,0.01009,0.01009,0.0088,0.00592,0.0088,0.00832,0.0088,0.00896,0.00896,0.00432,0.0048,0.00432,0.00544,0.00272,0.00671,0.00544,0.00735,0.00735,0.0032","1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,4,4,4,4,4,7,7,7,10,10,10,7,8,8,7,8,8,8,8,8,8,14,14,8,9,0.00048,0.00065,0.00129,0.00096,0.00193,0.00193,0.00224,0.00272,0.00208,0.00336,0.00384,0.00432,0.00432,0.00272,0.0032,0.00432,0.00432,0.0048,0.00544,0.00544,0.00608,0.00656,0.00704,0.00897,0.00897,0.00897,0.00671,0.00735,0.00735,0.00592,0.00832,0.00896,0.00896,0.0088,0.0088,0.0088,0.01009,0.01009,0.00816,0.00832","1,1,2,2,3,4,4,4,4,3,3,4,4,4,4,4,3,3,5,5,4,6,6,7,5,7,8,8,7,7,7,7,6,6,7,7,6,8,8,7","9,8,9,1,8,8,8,3,8,4,4,3,3,7,7,7,6,7,6,6,7,7,7,8,8,7,7,8,8,5,8,7,7,7,8,7,6,6,3,4","1,9,10,10,7,8,9,4,9,4,3,9,10,10,10,10,4,8,10,10,4,9,9,8,6,8,8,8,8,8,5,4,5,4,3,7,4,8,8,3","1,2,2,1,2,2,3,3,2,4,4,4,4,3,3,5,5,4,4,4,6,6,6,7,7,7,7,8,8,6,8,8,8,8,8,8,9,9,7,8",1,simulation/train_data/train1/sample1_F147
"F147,F12,F4,F23,F79,F154,F26,F148,F80,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F32,F147,F145,F152,F5,F138,F149,F135,F139,F148,F150,F144,F142,F13,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F147,F12,F4,F23,F79,F154,F26,F148,F80,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F32,F147,F145,F152,F5,F138,F149,F135,F139,F148,F150,F144,F142,F13,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,1,1,1,3,8,3,3,8,3,3,3,3,3,3,3,3,3,4,4,3,5,5,7,4,7,8,8,7,7,8,8,5,5,8,8,5,9,9,8,0.0,0.0,0.00047,0.00094,0.00205,0.00223,0.00299,0.00299,0.00285,0.00393,0.00393,0.00457,0.00522,0.00522,0.00504,0.00504,0.00393,0.00393,0.00458,0.00458,0.0044,0.00744,0.00744,0.00826,0.00616,0.00808,0.00873,0.00873,0.00855,0.00855,0.00774,0.00774,0.00774,0.00774,0.00791,0.00903,0.00821,0.01032,0.01032,0.00838","15,1,10,10,15,3,10,10,10,3,3,3,3,8,8,8,5,8,5,5,8,8,8,10,10,8,8,9,9,4,8,7,7,7,8,7,5,5,3,8,0.00997,0.0,0.00997,0.00967,0.00997,0.00393,0.00967,0.01044,0.01044,0.00299,0.0044,0.00393,0.00393,0.00791,0.00838,0.00774,0.00774,0.00774,0.00774,0.00821,0.00949,0.00997,0.00949,0.01062,0.01062,0.0095,0.00903,0.01032,0.01032,0.00616,0.00873,0.00855,0.00855,0.00808,0.00873,0.00826,0.00744,0.00744,0.00205,0.00223","1,9,11,11,8,9,9,3,9,3,1,9,10,10,10,10,3,8,10,10,3,14,14,8,7,8,8,8,8,8,4,4,4,4,2,7,4,8,8,2,0.00096,0.01185,0.0125,0.0125,0.0072,0.00736,0.01137,0.0024,0.01025,0.00336,0.00176,0.01459,0.01169,0.01169,0.01507,0.01507,0.00336,0.00961,0.01089,0.01089,0.00288,0.00913,0.00913,0.00784,0.00496,0.00784,0.00736,0.00784,0.008,0.008,0.00336,0.00384,0.00336,0.00448,0.00176,0.00575,0.00448,0.00639,0.00639,0.00224","1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,4,4,4,4,4,7,7,7,10,10,10,7,8,8,7,8,8,8,8,8,8,14,14,8,9,0.00048,0.00096,0.00161,0.00128,0.00225,0.00176,0.00112,0.00289,0.00289,0.0024,0.00288,0.00336,0.00336,0.00176,0.00224,0.00336,0.00336,0.00384,0.00448,0.00448,0.00512,0.0056,0.00608,0.00801,0.00801,0.00801,0.00575,0.00639,0.00639,0.00496,0.00736,0.008,0.008,0.00784,0.00784,0.00784,0.00913,0.00913,0.0072,0.00736","1,1,2,2,3,4,4,4,4,3,3,4,4,4,4,4,3,3,5,5,4,6,6,7,5,7,8,8,7,7,7,7,6,6,7,7,6,8,8,7","9,1,8,8,9,3,8,8,8,4,4,3,3,7,7,7,6,7,6,6,7,7,7,8,8,7,7,8,8,5,8,7,7,7,8,7,6,6,3,4","1,9,10,10,7,8,9,4,9,4,3,9,10,10,10,10,4,8,10,10,4,9,9,8,6,8,8,8,8,8,5,4,5,4,3,7,4,8,8,3","1,1,2,3,2,3,2,2,2,4,4,4,4,3,3,5,5,4,4,4,6,6,6,7,7,7,7,8,8,6,8,8,8,8,8,8,9,9,7,8",1,simulation/train_data/train1/sample1_F151
"F154,F23,F4,F151,F147,F12,F79,F26,F148,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F17,F18,F3,F2,F153,F26,F12,F4,F23,F15,F143,F6,F79,F31,F7,F136,F27,F14,F155,F8,F84,F154,F34,F16,F30,F141,F146,F9,F29,F21,F25,F35,F19,F10,F33,F140,F24,F22,F13,F149","F154,F23,F4,F151,F147,F12,F79,F26,F148,F142,F138,F15,F3,F2,F143,F6,F144,F153,F17,F18,F150,F8,F84,F155,F34,F27,F31,F14,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F17,F18,F3,F2,F153,F26,F12,F4,F23,F15,F143,F6,F79,F31,F7,F136,F27,F14,F155,F8,F84,F154,F34,F16,F30,F141,F146,F9,F29,F21,F25,F35,F19,F10,F33,F140,F24,F22,F13,F149","1,6,6,8,8,8,1,6,6,1,1,6,6,6,6,6,1,1,7,7,6,8,8,10,7,10,11,11,10,10,11,11,8,8,11,11,8,12,12,11,0.00062,0.00191,0.00238,0.00285,0.00285,0.00285,0.00174,0.00268,0.00268,0.00362,0.00362,0.00426,0.00491,0.00491,0.00473,0.00473,0.00362,0.00362,0.00427,0.00427,0.00409,0.00713,0.00713,0.00795,0.00585,0.00777,0.00842,0.00842,0.00824,0.00824,0.00743,0.00743,0.00743,0.00743,0.0076,0.00872,0.0079,0.01001,0.01001,0.00807","7,7,6,6,1,6,8,6,6,6,6,6,1,11,10,10,10,11,10,8,8,1,7,11,12,12,11,11,11,11,8,8,11,13,13,11,8,11,11,13,0.00427,0.00427,0.00491,0.00491,0.00362,0.00268,0.00285,0.00238,0.00191,0.00426,0.00473,0.00473,0.00174,0.00842,0.00824,0.00824,0.00777,0.00842,0.00795,0.00713,0.00713,0.00062,0.00585,0.00872,0.01001,0.01001,0.00918,0.00966,0.00743,0.00918,0.0079,0.00743,0.00919,0.01031,0.01031,0.00743,0.00743,0.00807,0.0076,0.00936","3,3,3,9,9,1,2,1,11,11,9,1,1,1,2,2,11,1,1,1,11,8,8,2,2,2,2,2,2,2,6,3,6,3,6,3,3,4,4,6,0.00417,0.00449,0.00449,0.01025,0.01121,0.00384,0.00305,0.00336,0.01137,0.01233,0.01073,0.00658,0.0024,0.0024,0.00706,0.00706,0.01233,0.0016,0.00064,0.00064,0.01185,0.0069,0.0069,0.00561,0.00529,0.00561,0.00513,0.00561,0.00577,0.00577,0.00785,0.00737,0.00785,0.00801,0.00849,0.00704,0.00801,0.00768,0.00768,0.00801","1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,8,8,3,2,3,4,4,3,3,3,3,3,3,6,6,6,6,6,6,6,8,0.00064,0.00064,0.0024,0.0024,0.0016,0.00336,0.00384,0.00449,0.00449,0.00658,0.00706,0.00706,0.00305,0.00513,0.00577,0.00577,0.00561,0.00561,0.00561,0.0069,0.0069,0.00417,0.00529,0.00704,0.00768,0.00768,0.00769,0.00817,0.00737,0.00865,0.00801,0.00801,0.01058,0.01058,0.01058,0.00785,0.00785,0.00801,0.00849,0.00913","1,3,3,4,4,4,2,3,3,2,2,3,3,3,3,3,2,2,4,4,3,5,5,6,4,6,7,7,6,6,6,6,5,5,6,6,5,7,7,6","4,4,3,3,2,3,4,3,3,3,3,3,2,7,6,6,6,7,6,5,5,1,4,6,7,7,6,6,6,6,5,5,6,7,7,6,5,6,6,7","4,4,4,9,9,3,3,3,10,10,9,3,2,2,4,4,10,2,2,2,10,5,5,4,4,4,4,4,4,4,7,6,7,6,7,5,6,6,6,7","2,2,2,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,5,5,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8",1,simulation/train_data/train1/sample1_F80
"F153,F17,F18,F138,F142,F15,F3,F2,F143,F6,F150,F26,F148,F79,F8,F84,F155,F34,F27,F23,F31,F14,F7,F136,F4,F12,F151,F147,F29,F140,F24,F35,F13,F16,F25,F141,F30,F22,F154,F146","F142,F150,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F153,F17,F18,F138,F142,F15,F3,F2,F143,F6,F150,F26,F148,F79,F8,F84,F155,F34,F27,F23,F31,F14,F7,F136,F4,F12,F151,F147,F29,F140,F24,F35,F13,F16,F25,F141,F30,F22,F154,F146","F142,F150,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,5,1,6,6,5,5,1,3,3,3,6,6,3,3,6,6,3,7,7,6,1,6,0.0,0.00159,0.00159,0.00188,0.00188,0.00252,0.00317,0.00317,0.00299,0.00299,0.00141,0.00188,0.00188,0.00188,0.00445,0.00445,0.00527,0.00317,0.00509,0.00299,0.00574,0.00574,0.00556,0.00556,0.00346,0.00393,0.00393,0.00393,0.00475,0.00475,0.00475,0.00475,0.00492,0.00604,0.00522,0.00733,0.00733,0.00539,0.003,0.0065","1,1,1,1,8,3,8,13,3,8,13,6,8,8,6,6,3,6,3,3,6,6,6,8,8,6,6,7,7,2,6,5,5,5,6,5,3,3,1,1,0.00188,0.00141,0.00188,0.00188,0.00668,0.00393,0.00668,0.00698,0.00393,0.00698,0.00698,0.00492,0.00745,0.00745,0.00539,0.00475,0.00475,0.00475,0.00475,0.00522,0.0065,0.00698,0.0065,0.00763,0.00763,0.00651,0.00604,0.00733,0.00733,0.00317,0.00574,0.00556,0.00556,0.00509,0.00574,0.00527,0.00445,0.00445,0.00188,0.003","10,12,12,1,1,11,12,12,12,12,1,11,1,10,16,16,10,9,10,13,10,10,10,10,13,11,3,3,6,6,6,6,4,9,6,10,10,4,11,9,0.01169,0.01297,0.01297,0.0016,-0.0,0.01667,0.01377,0.01377,0.01715,0.01715,0.00048,0.01345,0.00096,0.00928,0.01121,0.01121,0.00992,0.00704,0.00992,0.01458,0.00944,0.00992,0.01008,0.01008,0.01458,0.01393,0.00336,0.00432,0.00592,0.00544,0.00544,0.00656,0.00384,0.00783,0.00656,0.00847,0.00847,0.00432,0.00944,0.0072","1,1,1,1,1,3,3,3,3,6,6,4,6,6,4,6,6,6,6,6,9,9,9,12,12,12,9,10,10,9,10,10,10,10,10,10,16,16,10,11,-0.0,0.00048,0.00096,0.0016,0.00208,0.00336,0.0032,0.00384,0.00432,0.00497,0.00561,0.00384,0.00625,0.00625,0.00432,0.00544,0.00544,0.00592,0.00656,0.00656,0.0072,0.00768,0.00816,0.01009,0.01009,0.01009,0.00783,0.00847,0.00847,0.00704,0.00944,0.01008,0.01008,0.00992,0.00992,0.00992,0.01121,0.01121,0.00928,0.00944","1,3,3,1,1,2,2,2,2,2,2,2,2,1,4,4,5,3,5,2,6,6,5,5,2,3,3,3,5,5,4,4,5,5,4,6,6,5,2,5","1,2,2,1,6,3,6,7,3,6,7,5,6,6,5,5,4,5,4,4,5,5,5,6,6,5,5,6,6,3,6,5,5,5,6,5,4,4,1,2","9,11,11,2,1,10,11,11,11,11,1,10,1,8,10,10,9,7,9,11,9,9,9,9,11,10,4,4,5,6,6,5,4,8,5,9,9,4,9,7","1,1,1,2,2,4,3,4,4,5,5,4,5,5,4,6,6,5,5,5,7,7,7,8,8,8,8,9,9,7,9,9,9,9,9,9,10,10,8,9",1,simulation/train_data/train1/sample1_F144
"F17,F18,F144,F153,F8,F84,F155,F34,F27,F14,F31,F7,F136,F138,F142,F15,F2,F3,F6,F143,F26,F148,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22,F21,F146,F19,F152,F149,F9,F33,F10","F144,F142,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F17,F18,F144,F153,F8,F84,F155,F34,F27,F14,F31,F7,F136,F138,F142,F15,F2,F3,F6,F143,F26,F148,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22,F21,F146,F19,F152,F149,F9,F33,F10","F144,F142,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,1,1,1,2,2,4,1,4,5,5,4,4,1,1,1,1,1,1,1,1,1,5,5,2,2,5,5,2,6,6,5,5,5,5,7,7,5,7,7,0.00112,0.00112,0.00141,0.00141,0.00304,0.00304,0.00386,0.00176,0.00368,0.00433,0.00433,0.00415,0.00415,0.00235,0.00235,0.00299,0.00364,0.00364,0.00346,0.00346,0.00235,0.00235,0.00334,0.00334,0.00334,0.00334,0.00351,0.00463,0.00381,0.00592,0.00592,0.00398,0.00509,0.00509,0.0051,0.00527,0.00527,0.00557,0.00622,0.00622","1,1,1,1,7,3,7,12,3,7,12,5,7,7,5,5,2,5,2,2,5,5,5,7,7,5,5,6,6,1,5,4,4,4,5,4,2,2,1,6,0.00141,0.00235,0.00235,0.00235,0.00527,0.0044,0.00527,0.00557,0.0044,0.00557,0.00557,0.00351,0.00604,0.00604,0.00398,0.00334,0.00334,0.00334,0.00334,0.00381,0.00509,0.00557,0.00509,0.00622,0.00622,0.0051,0.00463,0.00592,0.00592,0.00176,0.00433,0.00415,0.00415,0.00368,0.00433,0.00386,0.00304,0.00304,0.00235,0.00347","12,12,1,10,16,16,10,9,10,10,10,10,10,1,1,11,12,12,12,12,11,1,6,6,6,6,4,9,6,10,10,4,9,9,12,1,3,9,12,12,0.01249,0.01249,0.00048,0.01121,0.01073,0.01073,0.00944,0.00656,0.00944,0.00944,0.00896,0.0096,0.0096,0.00112,0.00048,0.01619,0.01329,0.01329,0.01667,0.01667,0.01297,0.00048,0.00496,0.00544,0.00496,0.00608,0.00336,0.00735,0.00608,0.00799,0.00799,0.00384,0.00768,0.00672,0.00961,0.0016,0.00272,0.0072,0.00961,0.00961","1,1,1,1,1,3,3,3,3,6,6,4,6,6,4,6,6,6,6,6,9,9,9,12,12,12,9,10,10,9,10,10,10,10,10,10,16,16,10,11,0.00048,0.00048,0.00048,0.00112,0.0016,0.00288,0.00272,0.00336,0.00384,0.00449,0.00513,0.00336,0.00577,0.00577,0.00384,0.00496,0.00496,0.00544,0.00608,0.00608,0.00672,0.0072,0.00768,0.00961,0.00961,0.00961,0.00735,0.00799,0.00799,0.00656,0.00896,0.0096,0.0096,0.00944,0.00944,0.00944,0.01073,0.01073,0.0088,0.00896","2,2,2,2,3,3,4,2,4,5,5,4,4,2,2,3,3,3,3,3,3,3,4,4,3,3,4,4,3,5,5,4,4,4,4,5,5,4,5,5","2,2,3,2,5,4,5,6,4,5,6,4,5,5,4,4,3,4,3,3,4,4,4,5,5,4,4,5,5,2,5,4,4,4,5,4,3,3,2,3","11,11,1,9,10,10,9,7,9,9,9,9,9,2,1,10,11,11,11,11,10,1,6,5,6,5,4,8,5,9,9,4,7,7,8,2,3,7,8,8","1,1,1,2,2,4,3,4,4,5,5,4,5,5,4,6,6,5,5,5,7,7,7,8,8,8,8,9,9,7,9,9,9,9,9,9,10,10,8,9",1,simulation/train_data/train1/sample1_F150
"F26,F79,F138,F142,F15,F3,F2,F143,F6,F153,F144,F23,F4,F151,F147,F12,F17,F18,F150,F154,F80,F8,F84,F155,F34,F27,F14,F31,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F150,F142,F144,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F26,F79,F138,F142,F15,F3,F2,F143,F6,F153,F144,F23,F4,F151,F147,F12,F17,F18,F150,F154,F80,F8,F84,F155,F34,F27,F14,F31,F7,F136,F140,F29,F24,F35,F13,F16,F25,F30,F141,F22","F150,F142,F144,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,6,6,3,3,5,2,5,6,6,5,5,6,6,3,3,6,6,3,7,7,6,0.0,0.00094,0.00188,0.00188,0.00252,0.00317,0.00317,0.00299,0.00299,0.00188,0.00188,0.00205,0.00252,0.00299,0.00299,0.00299,0.00253,0.00253,0.00235,0.00206,0.00268,0.00539,0.00539,0.00621,0.00411,0.00603,0.00668,0.00668,0.0065,0.0065,0.00569,0.00569,0.00569,0.00569,0.00586,0.00698,0.00616,0.00827,0.00827,0.00633","1,1,1,1,8,3,8,13,3,8,13,6,8,8,6,6,3,6,3,3,6,6,6,8,8,6,6,7,7,2,6,5,5,5,6,5,3,3,1,6,0.00235,0.00188,0.00188,0.00188,0.00762,0.00299,0.00762,0.00792,0.00299,0.00792,0.00792,0.00586,0.00839,0.00839,0.00633,0.00569,0.00569,0.00569,0.00569,0.00616,0.00744,0.00792,0.00744,0.00857,0.00857,0.00745,0.00698,0.00827,0.00827,0.00411,0.00668,0.0065,0.0065,0.00603,0.00668,0.00621,0.00539,0.00539,0.00094,0.00206","11,10,1,1,11,12,12,12,12,10,1,13,13,3,3,11,12,12,1,11,11,16,16,10,9,10,10,10,10,10,6,6,6,6,4,9,6,10,10,4,0.01249,0.00832,0.00064,0.00096,0.01571,0.01281,0.01281,0.01619,0.01619,0.01073,0.00096,0.01362,0.01362,0.0024,0.00336,0.01297,0.01201,0.01201,0.00048,0.00848,0.01137,0.01025,0.01025,0.00896,0.00608,0.00896,0.00896,0.00848,0.00912,0.00912,0.00448,0.00496,0.00448,0.0056,0.00288,0.00687,0.0056,0.00751,0.00751,0.00336","1,1,1,1,1,3,3,3,3,6,6,4,6,6,4,6,6,6,6,6,9,9,9,12,12,12,9,10,10,9,10,10,10,10,10,10,16,16,10,11,0.00048,0.00096,0.00096,0.00064,0.00112,0.0024,0.00224,0.00288,0.00336,0.00401,0.00465,0.00288,0.00529,0.00529,0.00336,0.00448,0.00448,0.00496,0.0056,0.0056,0.00624,0.00672,0.0072,0.00913,0.00913,0.00913,0.00687,0.00751,0.00751,0.00608,0.00848,0.00912,0.00912,0.00896,0.00896,0.00896,0.01025,0.01025,0.00832,0.00848","1,2,2,2,3,3,3,3,3,2,2,3,3,4,4,4,4,4,3,3,3,5,5,6,4,6,7,7,6,6,6,6,5,5,6,6,5,7,7,6","3,2,2,2,7,4,7,8,4,7,8,6,7,7,6,6,5,6,5,5,6,6,6,7,7,6,6,7,7,4,7,6,6,6,7,6,5,5,2,3","10,8,2,1,10,11,11,11,11,9,1,11,11,4,4,10,11,11,1,9,10,10,10,9,7,9,9,9,9,9,6,5,6,5,4,8,5,9,9,4","1,1,1,2,2,4,3,4,4,5,5,4,5,5,4,6,6,5,5,5,7,7,7,8,8,8,8,9,9,7,9,9,9,9,9,9,10,10,8,9",1,simulation/train_data/train1/sample1_F148
"F138,F15,F3,F2,F143,F6,F153,F144,F148,F26,F17,F18,F79,F150,F23,F4,F12,F147,F151,F154,F84,F8,F155,F34,F27,F14,F31,F136,F7,F29,F140,F24,F35,F13,F16,F25,F141,F30,F80,F22","F144,F150,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","F138,F15,F3,F2,F143,F6,F153,F144,F148,F26,F17,F18,F79,F150,F23,F4,F12,F147,F151,F154,F84,F8,F155,F34,F27,F14,F31,F136,F7,F29,F140,F24,F35,F13,F16,F25,F141,F30,F80,F22","F144,F150,F148,F138,F152,F151,F149,F32,F147,F145,F5,F13,F135,F139,F22,F140,F24,F29,F35,F25,F146,F9,F21,F10,F33,F19,F16,F30,F141,F34,F31,F136,F7,F27,F14,F155,F84,F8,F79,F154","1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,1,3,3,5,2,5,6,6,5,5,6,6,3,3,6,6,3,7,7,1,6,0.0,0.00158,0.00223,0.00223,0.00205,0.00205,0.00188,0.00188,0.00188,0.00188,0.00253,0.00253,0.00188,0.00235,0.00299,0.00346,0.00393,0.00393,0.00393,0.003,0.00539,0.00539,0.00621,0.00411,0.00603,0.00668,0.00668,0.0065,0.0065,0.00569,0.00569,0.00569,0.00569,0.00586,0.00698,0.00616,0.00827,0.00827,0.00362,0.00633","1,1,1,1,8,3,8,13,3,8,13,6,8,8,6,6,3,6,3,3,6,6,6,8,8,6,6,7,7,2,6,5,5,5,6,5,3,3,1,1,0.00188,0.00235,0.00188,0.0,0.00762,0.00393,0.00762,0.00792,0.00393,0.00792,0.00792,0.00586,0.00839,0.00839,0.00633,0.00569,0.00569,0.00569,0.00569,0.00616,0.00744,0.00792,0.00744,0.00857,0.00857,0.00745,0.00698,0.00827,0.00827,0.00411,0.00668,0.0065,0.0065,0.00603,0.00668,0.00621,0.00539,0.00539,0.00188,0.003","1,11,12,12,12,12,10,1,1,11,12,12,10,1,13,13,11,3,3,11,16,16,10,9,10,10,10,10,10,6,6,6,6,4,9,6,10,10,11,4,0.0016,0.01667,0.01377,0.01377,0.01715,0.01715,0.01169,-0.0,0.00096,0.01345,0.01297,0.01297,0.00928,0.00048,0.01458,0.01458,0.01393,0.00432,0.00336,0.00944,0.01121,0.01121,0.00992,0.00704,0.00992,0.00992,0.00944,0.01008,0.01008,0.00592,0.00544,0.00544,0.00656,0.00384,0.00783,0.00656,0.00847,0.00847,0.01233,0.00432","1,1,1,1,1,3,3,3,3,6,6,4,6,6,4,6,6,6,6,6,9,9,9,12,12,12,9,10,10,9,10,10,10,10,10,10,16,16,10,11,-0.0,0.00048,0.00096,0.0016,0.00208,0.00336,0.0032,0.00384,0.00432,0.00497,0.00561,0.00384,0.00625,0.00625,0.00432,0.00544,0.00544,0.00592,0.00656,0.00656,0.0072,0.00768,0.00816,0.01009,0.01009,0.01009,0.00783,0.00847,0.00847,0.00704,0.00944,0.01008,0.01008,0.00992,0.00992,0.00992,0.01121,0.01121,0.00928,0.00944","1,2,2,2,2,2,1,1,2,2,3,3,1,2,2,2,3,3,3,2,4,4,5,3,5,6,6,5,5,5,5,4,4,5,5,4,6,6,2,5","1,2,2,1,6,3,6,7,3,6,7,5,6,6,5,5,4,5,4,4,5,5,5,6,6,5,5,6,6,3,6,5,5,5,6,5,4,4,1,2","2,10,11,11,11,11,9,1,1,10,11,11,8,1,11,11,10,4,4,9,10,10,9,7,9,9,9,9,9,5,6,6,5,4,8,5,9,9,10,4","1,1,1,2,2,4,3,4,4,5,5,4,5,5,4,6,6,5,5,5,7,7,7,8,8,8,8,9,9,7,9,9,9,9,9,9,10,10,8,9",1,simulation/train_data/train1/sample1_F142
